Severity,Start_Time,Start_Lat,Start_Lng,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,Stop,Traffic_Signal,Sunrise_Sunset,hour
3,2017-06-01 11:05:00,37.823818,-122.31868,46.9,41.0,30.15,10.0,NE,9.2,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-01-09 16:14:00,42.966629,-85.67878,71.1,51.0,30.16,10.0,NNE,13.8,Mostly Cloudy,0,0,0,0,0,0,0,1,16
2,2016-02-09 16:42:00,42.94475900000001,-85.649246,73.0,51.0,30.26,10.0,ENE,9.2,Partly Cloudy,0,0,0,0,0,0,0,1,16
2,2016-04-11 12:45:00,37.193268,-122.020409,72.0,46.0,30.12,10.0,Variable,4.6,Scattered Clouds,0,0,0,0,0,0,0,1,12
3,2016-09-09 09:25:00,38.786789,-90.533142,70.0,90.0,29.99,4.0,SE,5.8,Light Rain,0,0,0,0,0,0,0,1,9
2,2016-05-09 20:29:00,33.803196,-118.09919,66.0,78.0,29.8,10.0,WNW,8.1,Clear,0,0,1,0,0,0,1,0,20
2,2017-11-01 15:18:00,34.169327,-118.612289,61.0,58.0,29.95,10.0,South,9.2,Mostly Cloudy,0,0,0,0,0,0,0,1,15
2,2016-05-06 00:22:00,37.98035,-122.056076,62.1,58.0,29.85,10.0,NW,5.8,Clear,0,0,0,0,0,0,1,0,0
3,2016-05-11 18:41:00,28.306784000000004,-81.570023,73.0,57.0,30.15,10.0,ENE,9.2,Partly Cloudy,0,0,0,0,0,0,0,0,18
2,2016-06-06 16:48:00,41.211838,-96.119942,81.0,28.0,29.88,10.0,NNW,12.7,Clear,0,0,0,0,0,0,0,1,16
2,2016-05-04 12:23:00,34.13763400000001,-118.362938,84.9,20.0,30.02,10.0,SSE,6.9,Clear,0,0,0,0,1,0,0,1,12
2,2016-09-09 11:29:00,37.354248,-121.86586,75.2,50.0,30.04,8.0,NW,5.8,Haze,0,0,0,0,0,0,0,1,11
3,2016-01-07 07:52:00,33.616844,-84.438622,75.9,82.0,29.99,10.0,WSW,8.1,Mostly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-04-10 09:13:00,33.77755,-117.831192,69.1,61.0,29.92,10.0,East,6.9,Partly Cloudy,0,0,0,0,0,0,0,1,9
2,2016-06-07 15:20:00,34.499672,-118.326164,83.0,41.0,29.08,10.0,S,9.0,Fair,0,0,0,0,0,0,0,1,15
2,2016-05-10 18:36:00,41.888618,-87.839241,73.9,50.0,29.97,10.0,SSW,3.5,Clear,0,0,1,0,0,0,1,0,18
3,2016-12-12 09:40:00,25.869213,-80.208313,82.0,71.0,30.15,10.0,SSE,10.4,Scattered Clouds,0,0,0,0,0,0,0,1,9
3,2016-09-09 20:26:00,33.928162,-118.238976,66.9,87.0,29.99,10.0,WSW,8.1,Mostly Cloudy,0,0,0,0,0,0,0,0,20
2,2016-02-11 09:52:00,27.949835,-82.368958,78.8,78.0,30.22,10.0,NE,9.2,Clear,0,0,0,0,0,0,0,1,9
2,2016-07-11 16:43:00,33.687206,-117.872475,68.0,65.0,30.04,10.0,SW,3.5,Scattered Clouds,0,0,0,0,0,0,0,1,16
3,2016-06-04 13:43:00,34.120487,-117.907539,91.4,20.0,30.0,10.0,SSW,12.7,Clear,0,0,0,0,0,0,0,1,13
2,2016-08-11 08:10:00,27.379679,-82.505669,68.0,78.0,30.15,10.0,ENE,8.1,Clear,0,0,0,0,0,0,0,1,8
3,2016-04-10 12:03:00,33.756657000000004,-118.019341,73.2,59.0,29.91,10.0,SSW,12.7,Scattered Clouds,0,0,0,0,0,0,0,1,12
3,2016-03-05 16:05:00,34.072235,-117.926643,82.4,35.0,29.9,10.0,SW,5.8,Clear,0,0,0,0,0,0,0,1,16
3,2016-09-05 10:44:00,38.449142,-122.151894,57.0,83.0,29.96,10.0,SSW,6.9,Overcast,0,0,0,0,0,0,0,1,10
2,2016-08-12 18:00:00,28.535322,-81.383331,69.1,57.0,30.15,10.0,NW,6.9,Clear,0,0,0,0,0,0,0,0,18
2,2016-01-08 08:40:00,41.258865,-95.902023,73.9,79.0,29.94,10.0,SE,24.2,Mostly Cloudy,0,0,0,0,0,0,0,1,8
2,2016-01-09 14:38:00,33.993267,-117.357231,93.9,23.0,29.79,10.0,West,13.8,Clear,0,0,0,0,1,0,0,1,14
2,2016-02-06 21:22:00,33.968478999999995,-117.848892,91.4,31.0,29.94,10.0,West,12.7,Clear,0,0,0,0,0,0,0,0,21
2,2016-03-07 07:25:00,37.739788,-121.361725,62.1,72.0,29.95,10.0,NW,10.4,Clear,0,0,0,0,0,0,0,1,7
3,2016-07-12 14:42:00,32.998642,-117.257172,60.1,72.0,30.08,10.0,West,6.9,Partly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-01-08 16:42:00,42.995968,-83.633987,87.1,46.0,30.05,10.0,NNW,9.2,Mostly Cloudy,0,0,0,0,0,0,0,1,16
2,2016-08-11 16:57:00,34.018707,-117.506622,87.1,16.0,29.96,10.0,East,4.6,Clear,0,0,0,0,0,0,0,0,16
3,2016-09-09 07:37:00,38.527103,-90.541084,68.0,100.0,29.97,2.5,East,5.8,Light Rain,0,0,0,0,0,0,0,1,7
3,2016-01-04 14:21:00,33.946861,-118.368263,64.9,65.0,30.11,10.0,WSW,13.8,Partly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-12-09 10:57:00,37.108521,-121.732216,59.0,72.0,29.97,10.0,SSE,10.4,Overcast,0,0,0,0,0,0,0,1,10
2,2017-08-01 13:14:00,38.647263,-121.528648,59.0,94.0,29.84,4.0,SSE,23.0,Light Rain,0,0,0,0,0,0,0,1,13
2,2016-09-08 10:55:00,37.581242,-122.325409,64.9,73.0,29.86,10.0,East,8.1,Partly Cloudy,0,0,0,0,0,0,0,1,10
3,2016-10-02 10:38:00,39.98560300000001,-82.939247,17.1,77.0,29.96,1.5,West,13.8,Light Snow,0,0,0,0,0,0,0,1,10
3,2016-09-12 18:04:00,37.465919,-121.182846,59.0,83.0,30.17,10.0,East,3.5,Scattered Clouds,0,0,0,0,0,0,0,0,18
2,2016-08-08 08:45:00,42.152763,-87.835457,77.0,60.0,30.07,10.0,East,6.9,Clear,0,0,1,0,0,0,1,1,8
3,2016-01-08 07:42:00,37.66637,-122.107491,63.0,70.0,29.98,10.0,NW,5.8,Overcast,0,0,1,0,0,0,1,1,7
3,2017-05-01 18:37:00,40.641262,-74.20565,31.8,41.0,29.96,10.0,West,6.9,Overcast,0,0,0,0,0,0,0,0,18
2,2016-06-07 15:15:00,42.976982,-85.679565,89.1,40.0,29.79,10.0,WSW,6.9,Mostly Cloudy,0,0,1,0,0,0,0,1,15
3,2016-10-12 07:14:00,38.477879,-121.507545,57.9,100.0,30.07,2.0,South,11.5,Light Rain,0,0,0,0,1,0,0,1,7
3,2016-05-12 07:26:00,42.253731,-83.30368,37.0,86.0,30.03,8.0,West,12.7,Overcast,0,0,0,0,0,0,0,0,7
3,2016-10-06 15:24:00,34.226082,-118.375671,78.1,50.0,29.85,10.0,South,10.4,Clear,0,0,0,0,0,0,0,1,15
2,2016-03-11 23:37:00,36.605492,-121.557144,55.9,77.0,30.11,10.0,WNW,3.5,Clear,0,0,0,0,0,0,0,0,23
2,2016-02-05 19:44:00,37.694324,-121.696846,64.9,58.0,29.97,10.0,NW,8.1,Clear,0,0,0,0,0,0,0,1,19
2,2016-11-11 10:54:00,28.039888,-82.667068,68.0,68.0,30.12,10.0,NE,5.8,Clear,0,0,0,0,0,0,0,1,10
2,2016-08-07 17:54:00,34.168232,-118.589027,84.9,31.0,29.89,10.0,ESE,9.2,Clear,0,0,0,0,0,0,0,1,17
3,2016-11-07 18:52:00,32.978832000000004,-117.086479,73.9,53.0,29.84,10.0,NW,9.2,Clear,0,0,0,0,0,0,0,1,18
2,2016-07-10 09:57:00,41.904606,-88.024681,69.1,73.0,30.01,10.0,WSW,16.1,Mostly Cloudy,0,0,0,0,0,0,0,1,9
2,2016-12-08 16:43:00,33.985909,-117.954063,82.4,45.0,29.92,10.0,SSW,8.1,Partly Cloudy,0,0,0,0,0,0,0,1,16
2,2016-01-08 08:51:00,28.449963,-81.49971,82.0,76.0,30.12,10.0,South,4.6,Scattered Clouds,0,0,1,0,0,0,1,1,8
2,2016-10-10 13:16:00,25.666508,-80.323593,84.0,44.0,30.06,10.0,ENE,13.8,Overcast,0,0,1,1,0,0,1,1,13
3,2016-03-12 11:17:00,34.064640000000004,-118.002853,62.6,13.0,30.14,10.0,SSW,3.5,Clear,0,0,0,0,0,0,0,1,11
2,2016-08-08 17:34:00,37.95560800000001,-121.319626,91.9,26.0,29.73,10.0,West,9.2,Clear,0,0,0,0,0,0,0,1,17
2,2016-05-10 12:03:00,36.969257,-122.116684,66.0,56.0,30.08,10.0,Variable,6.9,Clear,0,0,0,0,0,0,0,1,12
2,2016-05-11 11:47:00,42.48975,-83.28476,59.9,58.0,30.33,10.0,West,8.1,Clear,0,0,0,0,0,0,0,1,11
3,2017-08-01 15:56:00,25.889278,-80.209335,68.0,45.0,30.35,10.0,North,13.8,Clear,0,0,0,0,0,0,1,1,15
2,2016-12-08 10:20:00,27.841986,-82.787071,82.0,76.0,30.03,10.0,SSE,6.9,Clear,0,0,0,0,0,0,1,1,10
2,2016-08-06 17:09:00,33.945457,-118.317734,69.1,68.0,29.84,10.0,WSW,11.5,Clear,0,0,1,0,0,0,1,1,17
2,2016-05-08 20:13:00,26.61125,-81.67923,84.9,69.0,29.98,10.0,SW,8.1,Clear,0,0,0,0,0,0,0,0,20
2,2016-12-10 07:07:00,28.398571,-81.525917,72.0,91.0,30.09,10.0,North,6.9,Mostly Cloudy,0,0,1,0,0,0,1,0,7
3,2016-12-12 06:12:00,42.815521,-83.569923,32.0,92.0,29.73,3.0,SW,8.1,Overcast,0,0,0,0,0,0,0,0,6
2,2016-12-08 10:34:00,42.370152,-87.848244,75.0,94.0,29.81,10.0,North,4.6,Overcast,0,0,0,0,0,0,1,1,10
2,2016-12-07 15:15:00,33.997040000000005,-117.931015,82.0,45.0,29.88,10.0,Variable,6.9,Clear,0,0,0,0,0,0,0,1,15
2,2017-02-01 14:41:00,41.264126,-73.684204,34.0,82.0,30.45,8.0,ENE,5.8,Light Rain,0,0,0,0,1,0,0,1,14
2,2016-10-10 18:11:00,33.807896,-116.388077,90.0,20.0,29.86,10.0,East,6.9,Clear,0,0,0,0,0,0,1,1,18
2,2016-06-10 11:50:00,27.893717,-82.666122,84.0,76.0,29.84,10.0,NNE,10.4,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-10-11 05:54:00,25.580557,-80.429527,64.0,96.0,30.06,10.0,WNW,3.5,Clear,0,0,0,0,0,0,1,0,5
3,2016-01-12 19:28:00,40.844074,-73.897491,48.9,46.0,29.79,10.0,West,18.4,Overcast,0,0,1,0,0,0,1,0,19
2,2016-05-10 08:36:00,28.669483000000003,-81.44384,77.0,90.0,29.92,3.0,North,5.8,Overcast,0,0,1,0,0,0,1,1,8
2,2016-08-06 03:52:00,37.78774600000001,-122.39502,59.0,81.0,29.94,10.0,West,12.7,Overcast,1,0,1,0,0,0,0,0,3
3,2016-10-09 00:19:00,37.980465,-121.341614,63.0,65.0,29.94,10.0,NNE,4.6,Clear,0,0,0,0,0,0,0,0,0
2,2017-12-01 10:58:00,33.998009,-117.930916,57.0,93.0,29.97,4.0,South,8.1,Overcast,0,0,0,0,0,0,1,1,10
2,2016-04-08 19:31:00,33.855957000000004,-117.994263,75.9,62.0,29.83,10.0,WNW,6.9,Clear,0,0,0,0,0,0,0,1,19
2,2016-12-10 06:10:00,34.161499,-82.383125,45.0,90.0,30.31,10.0,North,3.5,Clear,0,0,0,0,0,0,0,0,6
3,2016-09-12 07:01:00,38.655529,-90.195068,17.1,71.0,30.69,10.0,West,6.9,Clear,0,0,0,0,0,0,0,0,7
2,2016-04-11 11:29:00,28.067225,-82.738968,78.1,64.0,30.12,10.0,ENE,3.5,Clear,0,0,1,0,0,0,1,1,11
3,2016-10-12 07:19:00,26.136631,-80.169502,64.9,97.0,30.23,10.0,NNW,6.9,Overcast,0,0,0,0,0,0,0,1,7
2,2017-11-01 18:50:00,38.010246,-122.02047,50.0,74.0,29.9,10.0,North,3.5,Scattered Clouds,0,0,0,0,0,0,0,0,18
3,2017-07-01 11:55:00,34.036774,-118.02375,64.4,45.0,30.19,10.0,Variable,4.6,Scattered Clouds,0,0,0,0,1,0,0,1,11
2,2016-01-09 08:38:00,25.88876,-80.323967,84.9,82.0,29.96,10.0,South,10.4,Clear,0,0,0,0,0,0,0,1,8
3,2016-06-09 15:15:00,37.410561,-122.198807,84.2,29.0,29.85,10.0,NNW,10.4,Clear,0,0,0,0,0,0,0,1,15
3,2016-05-10 09:48:00,38.683212,-90.227982,69.1,70.0,29.94,10.0,South,5.8,Scattered Clouds,0,0,0,0,0,0,0,1,9
2,2016-01-09 08:12:00,28.259787,-81.542984,75.0,94.0,29.94,10.0,SE,9.2,Clear,0,0,0,0,0,0,1,1,8
2,2016-08-08 18:11:00,33.856441,-117.785667,75.9,60.0,29.78,10.0,SSW,9.2,Clear,0,0,0,0,0,0,0,1,18
2,2016-08-08 08:50:00,27.87265,-82.72908,75.2,100.0,29.98,0.2,NW,4.6,Heavy Rain,0,0,1,0,0,0,1,1,8
3,2016-03-05 15:31:00,33.802834000000004,-118.125191,78.1,43.0,29.89,10.0,WNW,5.8,Clear,0,0,0,0,0,0,0,1,15
3,2016-01-10 22:06:00,33.845974,-118.092567,65.1,82.0,29.96,10.0,West,2.3,Clear,0,0,0,0,0,0,0,0,22
2,2016-11-07 08:56:00,34.087563,-84.546555,73.4,78.0,30.11,10.0,NNW,4.6,Mostly Cloudy,0,0,1,0,0,0,1,1,8
3,2016-05-07 02:36:00,34.122634999999995,-118.478424,64.9,78.0,30.0,10.0,Variable,4.6,Overcast,0,0,0,0,1,0,0,0,2
3,2016-09-06 08:32:00,38.202324,-122.157417,57.9,81.0,29.93,10.0,WSW,9.2,Overcast,0,0,0,0,0,0,0,1,8
2,2016-04-05 17:10:00,37.673237,-122.099869,66.9,52.0,29.87,10.0,WNW,13.8,Clear,0,0,1,0,0,1,0,1,17
3,2016-12-05 23:47:00,34.058983000000005,-117.172028,73.4,53.0,29.99,7.0,WSW,9.2,Clear,0,0,0,0,0,0,0,0,23
2,2016-09-12 12:27:00,42.983154,-83.753281,30.0,51.0,30.38,10.0,West,17.3,Overcast,0,0,0,0,0,0,0,1,12
2,2016-01-07 00:14:00,34.154522,-118.396576,64.9,84.0,29.85,10.0,South,4.6,Clear,0,0,0,0,0,0,0,0,0
3,2017-07-01 15:09:00,33.754379,-84.3787,30.0,59.0,30.37,10.0,NW,9.2,Clear,0,0,0,0,0,0,0,1,15
2,2016-04-10 19:22:00,37.331837,-122.03241,64.9,47.0,30.0,10.0,NW,11.5,Clear,0,0,1,0,0,0,0,0,19
2,2016-06-04 18:15:00,38.599487,-121.273933,82.4,30.0,29.95,10.0,NNW,5.8,Clear,0,0,0,0,0,0,0,1,18
2,2016-10-11 08:40:00,41.866898,-88.033737,50.0,54.0,30.12,10.0,WSW,16.1,Partly Cloudy,0,0,0,0,0,0,0,1,8
2,2016-01-04 17:46:00,34.170799,-118.605888,73.0,41.0,30.04,10.0,East,8.1,Clear,0,0,0,0,0,0,0,1,17
2,2016-11-11 13:23:00,34.231968,-117.138741,62.6,22.0,30.3,10.0,ESE,6.9,Clear,0,0,0,0,0,0,0,1,13
3,2016-09-12 12:53:00,33.765018,-84.493874,39.0,38.0,30.48,10.0,NW,13.8,Clear,0,0,0,0,1,0,0,1,12
3,2016-01-04 14:05:00,38.323269,-122.025414,66.2,61.0,30.15,10.0,WSW,16.1,Clear,0,0,0,0,0,0,0,1,14
3,2016-12-09 13:55:00,37.701385,-121.85157,73.9,40.0,29.85,10.0,West,15.0,Clear,0,0,0,0,0,0,0,1,13
2,2017-03-01 10:01:00,28.037422,-82.709068,73.9,91.0,30.04,8.0,South,12.7,Overcast,0,0,0,0,0,0,1,1,10
3,2016-11-08 18:59:00,37.3363,-122.082344,68.0,70.0,29.99,10.0,NNW,12.7,Clear,0,0,0,0,0,0,0,1,18
2,2016-09-12 20:11:00,25.753832,-80.317108,68.0,76.0,30.21,10.0,NNW,8.1,Overcast,0,0,0,0,0,0,0,0,20
2,2016-04-07 19:31:00,38.563335,-121.638611,82.4,39.0,29.86,10.0,SSW,5.8,Clear,0,0,0,0,1,0,0,1,19
2,2016-11-08 19:37:00,38.253433,-122.393555,59.0,88.0,30.02,10.0,WNW,9.2,Clear,0,0,0,0,0,0,0,1,19
3,2016-05-07 09:36:00,33.856705,-118.284599,69.1,65.0,30.02,10.0,WNW,6.9,Overcast,0,0,0,0,0,0,0,1,9
2,2016-11-09 17:43:00,38.409191,-121.38887,71.1,53.0,29.9,10.0,South,10.4,Clear,0,0,0,0,0,0,0,1,17
2,2017-11-01 13:13:00,33.840354999999995,-84.518127,63.5,57.0,30.27,10.0,South,4.6,Mostly Cloudy,0,0,1,0,0,0,1,1,13
2,2016-04-12 11:49:00,38.570705,-121.468521,53.1,69.0,30.18,7.0,West,4.6,Clear,0,0,0,0,0,0,0,1,11
2,2016-12-09 16:58:00,26.709179,-81.724167,90.0,54.0,29.91,10.0,East,10.4,Clear,0,0,0,0,0,0,0,1,16
3,2016-10-06 11:44:00,34.147743,-118.031677,71.6,64.0,29.98,8.0,SW,6.9,Clear,0,0,0,0,0,0,0,1,11
2,2016-11-11 05:31:00,25.840631,-80.322289,68.0,81.0,30.07,10.0,North,3.5,Partly Cloudy,0,0,0,0,0,0,0,0,5
2,2016-07-07 07:45:00,41.95350300000001,-87.741737,73.9,82.0,29.84,10.0,West,10.4,Mostly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-02-11 20:02:00,42.258945,-88.157051,55.9,93.0,30.11,10.0,NNE,10.4,Light Rain,0,0,0,0,0,0,1,0,20
2,2016-08-06 09:19:00,38.51100200000001,-122.048042,72.0,46.0,29.86,10.0,SSW,6.9,Clear,0,0,0,0,0,0,0,1,9
2,2017-12-01 17:12:00,41.859398,-88.056114,24.1,71.0,30.35,10.0,West,12.7,Clear,0,0,1,0,0,0,1,0,17
3,2016-01-04 01:10:00,34.185493,-118.317795,55.0,74.0,30.03,10.0,SE,9.2,Clear,0,0,0,0,0,0,1,0,1
3,2016-12-09 08:16:00,27.941801,-82.32959,80.6,94.0,30.02,10.0,ENE,6.9,Clear,0,0,0,0,0,0,0,1,8
2,2016-08-09 22:43:00,34.377811,-118.493652,66.0,81.0,29.15,10.0,ESE,3.0,Fair,0,0,0,0,0,0,0,0,22
2,2016-02-07 13:12:00,34.249984999999995,-118.588554,84.0,37.0,29.95,10.0,SE,9.2,Clear,0,0,1,0,0,0,1,1,13
3,2016-02-06 20:07:00,33.892658000000004,-118.285469,61.0,87.0,29.93,6.0,WNW,5.8,Overcast,0,0,0,0,0,0,0,0,20
2,2016-07-09 14:29:00,41.749855,-87.940865,93.0,45.0,29.88,10.0,SSW,13.8,Mostly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-02-12 10:45:00,33.854057,-117.928963,64.9,37.0,30.01,10.0,East,11.5,Clear,0,0,0,0,0,0,0,1,10
2,2016-05-12 06:23:00,42.658943,-71.428131,26.6,93.0,30.09,1.0,WNW,3.5,Light Snow,0,0,0,0,0,0,0,0,6
2,2016-11-05 11:00:00,38.43718300000001,-122.718155,57.9,78.0,30.03,10.0,Variable,6.9,Overcast,0,0,0,0,1,0,0,1,11
2,2016-06-10 17:19:00,41.90617,-87.945915,73.0,84.0,30.02,9.0,SE,9.2,Overcast,0,0,0,0,0,0,0,1,17
2,2016-09-09 10:58:00,38.592152,-121.554077,72.0,57.0,29.99,10.0,SSE,3.5,Clear,0,0,1,0,0,0,1,1,10
3,2016-05-10 13:40:00,33.837299,-117.533066,75.9,43.0,29.9,10.0,NW,13.8,Clear,0,0,0,0,0,0,0,1,13
3,2016-05-07 08:49:00,25.832415,-80.205963,86.0,72.0,30.16,10.0,SSE,9.2,Partly Cloudy,0,0,0,0,0,0,1,1,8
2,2016-07-09 09:44:00,38.406864,-120.662888,77.0,22.0,30.02,10.0,South,3.5,Clear,0,0,0,0,0,0,0,1,9
2,2016-07-11 11:37:00,37.313004,-121.885567,71.1,61.0,30.13,8.0,NW,5.8,Mostly Cloudy,0,0,0,0,0,0,0,1,11
2,2016-08-11 07:43:00,27.462252000000003,-82.575256,68.0,78.0,30.15,10.0,ENE,8.1,Clear,0,0,0,0,0,0,1,1,7
2,2016-10-11 19:34:00,38.680771,-120.869209,64.4,40.0,30.14,10.0,East,6.9,Clear,0,0,0,0,0,0,0,0,19
3,2016-02-11 08:58:00,27.491219,-82.472359,72.0,81.0,30.17,10.0,NE,5.8,Clear,0,0,0,0,0,0,0,1,8
3,2016-10-08 15:18:00,33.85117,-84.246475,87.1,57.0,30.06,10.0,ESE,9.2,Overcast,0,0,0,0,0,0,0,1,15
2,2016-10-10 12:52:00,36.57228900000001,-121.947983,62.1,70.0,30.04,10.0,Variable,4.6,Clear,0,0,0,0,0,0,0,1,12
3,2016-01-10 18:24:00,34.140221000000004,-83.950203,75.2,41.0,30.04,10.0,West,5.8,Partly Cloudy,0,0,0,0,0,0,0,1,18
3,2016-05-04 20:39:00,34.066067,-117.993469,75.2,31.0,30.01,10.0,SSW,5.8,Clear,0,0,0,0,0,0,0,0,20
2,2016-09-07 10:56:00,31.51675,-84.11557,90.0,61.0,30.08,10.0,NW,6.9,Partly Cloudy,0,0,0,0,0,0,0,1,10
3,2016-09-12 12:52:00,34.166458,-118.299232,63.0,63.0,30.17,10.0,South,3.5,Clear,0,0,0,0,0,0,0,1,12
3,2017-10-01 07:23:00,26.062872,-80.163872,66.9,61.0,30.35,10.0,East,16.1,Overcast,0,0,0,0,0,0,0,1,7
3,2016-07-07 05:52:00,33.974655,-118.280991,66.9,73.0,29.94,10.0,North,3.5,Overcast,0,0,0,0,0,0,1,1,5
2,2016-05-07 00:11:00,34.123188,-118.341576,63.0,84.0,29.98,10.0,SSE,5.8,Mostly Cloudy,0,0,0,0,0,0,0,0,0
3,2016-03-08 12:37:00,37.895218,-122.308243,71.1,59.0,29.98,10.0,WNW,13.8,Clear,0,0,0,0,1,0,0,1,12
2,2016-07-11 08:15:00,41.743187,-87.895958,52.0,71.0,30.34,10.0,South,4.6,Clear,0,0,0,0,0,0,0,1,8
3,2016-12-05 19:50:00,38.740002,-121.273895,78.8,39.0,29.9,10.0,SSW,8.1,Clear,0,0,0,0,0,0,0,1,19
3,2016-06-06 13:44:00,34.303253000000005,-118.479774,73.4,50.0,29.87,6.0,SE,8.1,Haze,0,0,0,0,0,0,0,1,13
3,2016-09-08 17:37:00,41.212105,-96.091339,88.7,65.0,29.9,10.0,ESE,8.1,Mostly Cloudy,0,0,0,0,0,0,0,1,17
3,2016-07-11 20:16:00,32.853775,-117.182106,66.0,75.0,30.06,10.0,North,5.8,Clear,0,0,0,0,0,0,0,0,20
3,2016-09-08 07:37:00,33.96463,-84.099876,73.4,100.0,30.02,6.0,East,5.8,Overcast,0,0,0,0,0,0,0,1,7
2,2016-06-09 11:20:00,42.920006,-85.641762,81.0,74.0,30.09,10.0,SW,11.5,Scattered Clouds,0,0,0,0,0,0,0,1,11
3,2016-01-11 07:46:00,34.085693,-84.53537,57.2,82.0,30.22,10.0,East,3.5,Clear,0,0,0,0,0,0,0,0,7
3,2016-08-08 11:46:00,33.99345,-118.069351,77.0,61.0,29.85,9.0,South,4.6,Clear,0,0,0,0,0,0,0,1,11
2,2016-08-09 12:38:00,42.957825,-85.670128,78.1,79.0,29.85,10.0,WSW,11.5,Overcast,1,0,1,0,0,1,0,1,12
3,2016-08-11 12:25:00,34.247803000000005,-118.425835,89.6,13.0,30.09,10.0,SW,5.8,Clear,0,0,0,0,0,0,0,1,12
2,2016-01-08 23:51:00,37.333702,-121.850105,64.4,77.0,30.0,10.0,WNW,6.9,Clear,0,1,0,0,0,0,0,0,23
3,2016-04-08 20:14:00,38.597008,-121.504082,68.0,59.0,29.81,10.0,South,13.8,Clear,0,0,0,0,0,0,0,0,20
3,2016-06-04 10:42:00,38.644627,-121.385002,71.6,43.0,30.17,9.0,West,4.6,Clear,0,0,0,0,0,0,0,1,10
3,2016-06-10 14:20:00,33.924896000000004,-118.104195,87.1,19.0,29.85,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,14
2,2016-02-05 17:02:00,41.298691,-95.985481,64.0,38.0,30.05,10.0,WNW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,17
2,2016-06-07 21:14:00,34.136371999999994,-117.56913,70.0,63.0,29.91,10.0,WSW,9.2,Clear,0,0,0,0,0,0,0,0,21
3,2016-05-11 13:17:00,42.465878,-82.921082,61.0,60.0,30.31,10.0,West,9.2,Clear,0,0,0,0,0,0,0,1,13
3,2017-05-01 14:23:00,42.487068,-83.475731,12.9,62.0,29.91,10.0,WNW,18.4,Overcast,0,0,0,0,0,0,0,1,14
2,2016-11-11 15:31:00,37.581242,-122.325409,64.9,68.0,30.06,10.0,West,16.1,Mostly Cloudy,0,0,0,0,0,0,0,1,15
2,2016-02-08 10:15:00,27.806648,-82.662979,84.0,76.0,30.1,10.0,ESE,10.4,Clear,0,0,0,0,0,0,0,1,10
2,2016-02-11 15:17:00,33.018955,-116.805725,79.0,25.0,29.97,10.0,WNW,15.0,Clear,0,0,1,0,0,1,0,1,15
3,2016-12-08 20:39:00,42.47715,-83.202026,76.1,91.0,29.86,10.0,NNE,6.9,Light Rain,0,0,0,0,0,0,0,0,20
3,2016-03-05 11:15:00,37.825466,-122.27285,61.0,67.0,30.01,10.0,West,5.8,Overcast,0,0,0,0,0,0,0,1,11
2,2016-03-11 11:10:00,33.128971,-117.114365,75.0,31.0,30.06,10.0,SSW,5.8,Clear,0,0,0,0,0,0,0,1,11
2,2017-03-01 16:53:00,38.023426,-122.538712,51.8,94.0,29.85,4.0,SE,8.1,Light Rain,0,0,0,0,0,0,0,1,16
2,2016-11-06 21:20:00,38.704971,-122.11898,73.4,36.0,29.84,10.0,SW,3.5,Clear,0,0,0,0,0,0,0,0,21
2,2016-06-07 19:39:00,34.005245,-117.393463,73.9,55.0,29.88,10.0,West,12.7,Clear,0,0,0,0,0,0,0,1,19
3,2016-09-09 21:33:00,37.701683,-121.882782,64.0,58.0,30.0,10.0,WNW,6.9,Clear,0,0,0,0,0,0,0,0,21
2,2016-01-09 07:55:00,26.81298300000001,-81.316696,73.4,94.0,29.93,10.0,ESE,5.8,Clear,0,0,0,0,0,0,0,1,7
2,2016-07-10 12:14:00,28.106647,-82.739815,80.1,79.0,29.67,10.0,WNW,24.2,Overcast,0,0,0,0,0,0,1,1,12
2,2016-06-12 15:30:00,41.42791,-73.939957,41.0,70.0,29.96,20.0,Variable,4.6,Overcast,0,0,0,0,0,0,0,1,15
3,2016-02-12 16:09:00,41.811031,-71.405548,46.9,50.0,29.78,10.0,West,8.1,Scattered Clouds,0,0,0,0,0,0,0,1,16
2,2016-04-11 12:10:00,41.230659,-96.023865,65.5,49.0,30.4,10.0,South,5.8,Clear,0,0,1,0,0,0,1,1,12
3,2016-02-08 12:36:00,28.305683,-80.75914,87.8,75.0,30.12,10.0,NE,10.4,Light Drizzle,0,0,0,0,0,0,0,1,12
3,2016-10-06 00:15:00,37.772949,-122.406563,57.9,78.0,29.93,10.0,West,26.5,Partly Cloudy,0,0,0,0,0,0,0,0,0
2,2016-05-07 14:13:00,41.157421,-95.935226,88.5,71.0,29.75,10.0,South,9.2,Partly Cloudy,0,0,1,0,0,0,0,1,14
